Cod_INEtxt;Cod_iNEok;Mun;F2018Total;SuperfKm2;NOMBRE_ACT;Mun_NomCod;F2018Dens;Var91_18aa;Var91_18;Envejecimi;Bebes;Altitud;Pob18;Evo18;Envj18;Bebes18;M174_18;Pendiente;Alt3;Pend;M174_2018;Alt_0;Pend_0;M174_18_4;Cod_Prov;Envej18_2;Env2;Dif_env;M174_3;Dif_M174;M174_3_4;Dif_4;SSPA
44189;44189;44189-Pozond├│n;48,00000000000;67,63552600000;Pozond├│n;44189;0,70968620840;-2,71764643014;-52,47524752480;2100,00000000000;0,00000000000;1409,00000000000;3;3;3;3;15;8,67000000000;3;1;16;3;1;4;44;3;2100,00000000000;0;16;0;4;0;1
44190;44190;44190-Pozuel del Campo;68,00000000000;27,85365700000;Pozuel del Campo;44190;2,44133113293;-2,83929957653;-54,05405405410;3800,00000000000;1,47058823529;1127,00000000000;3;3;3;3;15;6,18000000000;3;1;16;3;1;4;44;3;3800,00000000000;0;16;0;4;0;1
44192;44192;44192-Puebla de Valverde, La;453,00000000000;282,78259400000;La Puebla de Valverde;44192;1,60193735262;-0,35015571094;-9,03614457831;211,53846153800;3,09050772627;1116,00000000000;3;2;3;2;13;13,23000000000;3;1;14;3;1;3;44;2;211,53846153800;0;13;-1;3;0;1
44193;44193;44193-Puertomingalvo;112,00000000000;103,62089200000;Puertomingalvo;44193;1,08086311398;-1,40254384091;-31,70731707320;152,94117647100;5,35714285714;1451,00000000000;3;3;3;1;13;21,39000000000;3;3;16;3;3;4;44;1;152,94117647100;0;14;-2;3;-1;1
16008;16008;16008-Alcal├í de la Vega;90,00000000000;69,25247500000;Alcal├í de la Vega;16008;1,29959254164;-2,47384932885;-49,15254237290;860,00000000000;2,22222222222;1194,00000000000;3;3;3;2;14;17,01000000000;3;2;16;3;2;4;16;3;860,00000000000;0;16;0;4;0;1
16904;16904;16904-Fuentenava de J├íbaga;525,00000000000;133,15890000000;Fuentenava de J├íbaga;16904;3,94265798231;3,07087781004;126,29310344800;192,98245614000;2,85714285714;968,00000000000;3;1;3;2;11;11,57000000000;2;1;12;2;1;2;16;2;192,98245614000;0;11;-1;2;0;1
16906;16906;16906-Valdecolmenas, Los;75,00000000000;31,31065800000;Los Valdecolmenas;16906;2,39535049056;-2,96411054486;-55,62130177510;0,00000000000;0,00000000000;932,00000000000;3;3;3;3;14;15,90000000000;2;2;16;2;2;4;16;3;4200,00000000000;0;16;0;4;0;1
16908;16908;16908-Pozorrubielos de la Mancha;188,00000000000;73,57883500000;Pozorrubielos de la Mancha;16908;2,55508258591;-1,97326952345;-41,61490683230;1133,33333333000;0,53191489362;779,00000000000;3;3;2;3;13;4,09000000000;2;1;14;2;1;3;16;3;1133,33333333000;-1;15;1;4;1;1
16909;16909;16909-Sotorribas;756,00000000000;149,21260000000;Sotorribas;16909;5,06659625260;-1,06709619343;-25,14851485150;433,33333333300;1,98412698413;988,00000000000;3;2;3;2;12;11,20000000000;2;1;13;2;1;3;16;2;433,33333333300;0;12;-1;2;-1;1
16910;16910;16910-Villar y Velasco;82,00000000000;61,76570100000;Villar y Velasco;16910;1,32759765812;-2,70631678502;-52,32558139530;0,00000000000;0,00000000000;978,00000000000;3;3;3;3;14;15,78000000000;2;2;16;2;2;4;16;3;4200,00000000000;0;16;0;4;0;1
16169;16169;16169-Pozuelo, El;51,00000000000;41,26151400000;El Pozuelo;16169;1,23601862985;-2,93521907107;-55,26315789470;1900,00000000000;0,00000000000;1218,00000000000;3;3;3;3;15;15,87000000000;3;2;17;3;2;4;16;3;1900,00000000000;0;17;0;4;0;1
16170;16170;16170-Priego;920,00000000000;80,33939700000;Priego;16170;11,45141778950;-0,76508630661;-18,72791519430;219,29824561400;3,15217391304;848,00000000000;3;2;2;2;11;16,11000000000;2;2;13;2;2;3;16;2;219,29824561400;0;13;0;3;0;1
16172;16172;16172-Puebla de Almenara;345,00000000000;37,66910100000;Puebla de Almenara;16172;9,15870012401;-2,46051477482;-48,96449704140;1630,00000000000;0,28985507246;864,00000000000;3;3;3;3;14;5,83000000000;2;1;15;2;1;4;16;3;1630,00000000000;0;15;0;4;0;1
42192;42192;42192-Valdege├▒a;42,00000000000;13,29930300000;Valdege├▒a;42192;3,15806023819;-1,37272890199;-31,14754098360;0,00000000000;0,00000000000;1080,00000000000;3;3;3;3;15;14,18000000000;3;1;16;3;1;4;42;3;1600,00000000000;0;16;0;4;0;1
16103;16103;16103-Hontanaya;263,00000000000;53,62577200000;Hontanaya;16103;4,90435829996;-2,83670999565;-54,02097902100;1462,50000000000;0,38022813688;807,00000000000;3;3;3;3;14;4,76000000000;2;1;15;2;1;4;16;3;1462,50000000000;0;15;0;4;0;1
42163;42163;42163-San Felices;55,00000000000;21,09569800000;San Felices;42163;2,60716663653;-1,92662938571;-40,86021505380;366,66666666700;0,00000000000;938,00000000000;3;3;3;3;14;17,91000000000;2;2;16;2;2;4;42;2;366,66666666700;0;15;-1;4;0;1
44210;44210;44210-Sarri├│n;1133,00000000000;140,43795300000;Sarri├│n;44210;8,06761972670;0,22601672360;6,28517823640;116,23036649200;6,88437775816;988,00000000000;3;1;2;1;9;10,65000000000;2;1;10;2;1;2;44;1;116,23036649200;0;9;-1;1;-1;1
44211;44211;44211-Segura de los Ba├▒os;39,00000000000;54,14707900000;Segura de los Ba├▒os;44211;0,72026045948;-1,98423842959;-41,79104477610;0,00000000000;0,00000000000;1125,00000000000;3;3;3;3;15;15,94000000000;3;2;17;3;2;4;44;3;2000,00000000000;0;17;0;4;0;1
44212;44212;44212-Seno;39,00000000000;17,85028100000;Seno;44212;2,18483955519;-1,45918023454;-32,75862068970;1700,00000000000;0,00000000000;784,00000000000;3;3;3;3;14;16,60000000000;2;2;16;2;2;4;44;3;1700,00000000000;0;16;0;4;0;1
44205;44205;44205-Samper de Calanda;783,00000000000;142,79330000000;Samper de Calanda;44205;5,48345055405;-1,52297020887;-33,92405063290;397,14285714300;2,42656449553;255,00000000000;3;3;3;2;12;5,01000000000;1;1;13;1;1;3;44;2;397,14285714300;0;12;-1;2;-1;1
44206;44206;44206-San Agust├¡n;125,00000000000;56,57369700000;San Agust├¡n;44206;2,20950736170;-1,42173000217;-32,06521739130;500,00000000000;0,80000000000;965,00000000000;3;3;3;3;14;10,52000000000;2;1;15;2;1;4;44;2;500,00000000000;0;14;-1;3;-1;1
44207;44207;44207-San Mart├¡n del R├¡o;148,00000000000;16,57792000000;San Mart├¡n del R├¡o;44207;8,92753735089;-3,14781351144;-57,83475783480;1640,00000000000;0,00000000000;778,00000000000;3;3;3;3;14;10,45000000000;2;1;15;2;1;4;44;3;1640,00000000000;0;15;0;4;0;1
44208;44208;44208-Santa Cruz de Nogueras;37,00000000000;15,17567200000;Santa Cruz de Nogueras;44208;2,43811279000;0,53915940862;15,62500000000;750,00000000000;2,70270270270;895,00000000000;3;1;3;2;11;16,14000000000;2;2;13;2;2;3;44;3;750,00000000000;0;13;0;3;0;1
42209;42209;42209-Villar del R├¡o;145,00000000000;127,03230000000;Villar del R├¡o;42209;1,14144197972;-1,23846063352;-28,57142857140;1766,66666667000;1,37931034483;1006,00000000000;3;2;3;3;14;22,66000000000;3;3;17;3;3;4;42;3;1766,66666667000;0;17;0;4;0;1
42211;42211;42211-Villares de Soria, Los;87,00000000000;14,37443000000;Los Villares de Soria;42211;6,05241390441;-1,36238908934;-30,95238095240;616,66666666700;1,14942528736;1059,00000000000;3;3;2;3;14;4,10000000000;3;1;15;3;1;4;42;3;616,66666666700;-1;16;1;4;0;1
42212;42212;42212-Villasayas;70,00000000000;61,75723000000;Villasayas;42212;1,13347052645;-2,15346229562;-44,44444444440;460,00000000000;1,42857142857;1025,00000000000;3;3;2;3;14;9,96000000000;3;1;15;3;1;4;42;2;460,00000000000;0;15;0;4;0;1
42213;42213;42213-Villaseca de Arciel;34,00000000000;21,56504900000;Villaseca de Arciel;42213;1,57662521425;-1,89547501122;-40,35087719300;600,00000000000;0,00000000000;1005,00000000000;3;3;3;3;15;3,09000000000;3;1;16;3;1;4;42;3;600,00000000000;0;16;0;4;0;1
42215;42215;42215-Vinuesa;874,00000000000;143,06349100000;Vinuesa;42215;6,10917568061;-1,03353069321;-24,45980985310;297,72727272700;3,20366132723;1108,00000000000;3;2;1;2;11;20,01000000000;3;3;14;3;3;3;42;2;297,72727272700;0;15;1;4;1;1
42216;42216;42216-Vizmanos;27,00000000000;24,30547800000;Vizmanos;42216;1,11086068745;-2,03207210402;-42,55319148940;0,00000000000;0,00000000000;1208,00000000000;3;3;2;3;14;21,34000000000;3;3;17;3;3;4;42;3;1500,00000000000;-1;18;1;4;0;1
42026;42026;42026-Arenillas;24,00000000000;30,38881900000;Arenillas;42026;0,78976415635;-2,75313827227;-52,94117647060;0,00000000000;0,00000000000;1100,00000000000;3;3;3;3;15;9,65000000000;3;1;16;3;1;4;42;3;900,00000000000;0;16;0;4;0;1
42027;42027;42027-Ar├®valo de la Sierra;81,00000000000;40,08275300000;Ar├®valo de la Sierra;42027;2,02081927856;-1,84713718851;-39,55223880600;1000,00000000000;0,00000000000;1201,00000000000;3;3;3;3;15;14,21000000000;3;1;16;3;1;4;42;3;1000,00000000000;0;16;0;4;0;1
42028;42028;42028-Ausejo de la Sierra;90,00000000000;20,11916200000;Ausejo de la Sierra;42028;4,47334734916;1,27069666632;40,62500000000;227,27272727300;4,44444444444;1107,00000000000;3;1;2;1;10;6,68000000000;3;1;11;3;1;2;42;2;227,27272727300;0;11;0;2;0;1
16022;16022;16022-Arcos de la Sierra;85,00000000000;40,50335000000;Arcos de la Sierra;16022;2,09859184487;-1,69882488348;-37,03703703700;1025,00000000000;1,17647058824;1000,00000000000;3;3;3;3;15;19,66000000000;3;2;17;3;2;4;16;3;1025,00000000000;0;17;0;4;0;1
42008;42008;42008-Alcubilla de las Pe├▒as;59,00000000000;86,06387800000;Alcubilla de las Pe├▒as;42008;0,68553731683;-2,44153255861;-48,69565217390;750,00000000000;1,69491525424;1141,00000000000;3;3;3;3;15;6,03000000000;3;1;16;3;1;4;42;3;750,00000000000;0;16;0;4;0;1
44232;44232;44232-Torrijo del Campo;447,00000000000;44,04299700000;Torrijo del Campo;44232;10,14917309100;-1,56853223108;-34,74452554740;626,92307692300;2,01342281879;924,00000000000;3;3;3;2;13;4,29000000000;2;1;14;2;1;3;44;3;626,92307692300;0;14;0;3;0;1
44234;44234;44234-Tramacastiel;64,00000000000;47,29450000000;Tramacastiel;44234;1,35322289061;-2,75313827227;-52,94117647060;0,00000000000;0,00000000000;897,00000000000;3;3;3;3;14;15,63000000000;2;2;16;2;2;4;44;3;2200,00000000000;0;16;0;4;0;1
44235;44235;44235-Tramacastilla;106,00000000000;24,81426100000;Tramacastilla;44235;4,27173712729;-1,12830562220;-26,38888888890;585,71428571400;0,00000000000;1260,00000000000;3;2;3;3;14;24,84000000000;3;3;17;3;3;4;44;3;585,71428571400;0;17;0;4;0;1
44198;44198;44198-Royuela;206,00000000000;32,50256800000;Royuela;44198;6,33796074206;-0,65508698865;-16,26016260160;456,25000000000;1,45631067961;1221,00000000000;3;2;2;3;13;17,59000000000;3;2;15;3;2;4;44;2;456,25000000000;0;15;0;4;0;1
44199;44199;44199-Rubiales;50,00000000000;27,41644100000;Rubiales;44199;1,82372321776;-0,54819561638;-13,79310344830;650,00000000000;2,00000000000;1164,00000000000;3;2;3;2;13;13,06000000000;3;1;14;3;1;3;44;3;650,00000000000;0;14;0;3;0;1
44200;44200;44200-Rubielos de la C├®rida;38,00000000000;66,89831700000;Rubielos de la C├®rida;44200;0,56802624796;-2,38904860078;-47,94520547950;0,00000000000;0,00000000000;1241,00000000000;3;3;3;3;15;13,11000000000;3;1;16;3;1;4;44;3;2100,00000000000;0;16;0;4;0;1
44201;44201;44201-Rubielos de Mora;627,00000000000;63,71601900000;Rubielos de Mora;44201;9,84053947250;-0,03526741481;-0,94786729858;192,00000000000;4,46570972887;930,00000000000;3;2;3;1;11;16,06000000000;2;2;13;2;2;3;44;2;192,00000000000;0;12;-1;2;-1;1
44203;44203;44203-Salcedillo;17,00000000000;16,88820900000;Salcedillo;44203;1,00661947042;2,38347529349;88,88888888890;0,00000000000;0,00000000000;1192,00000000000;3;1;2;3;12;13,57000000000;3;1;13;3;1;3;44;1;100,00000000000;0;12;-1;2;-1;1
16156;16156;16156-Peraleja, La;96,00000000000;34,93478500000;La Peraleja;16156;2,74797740991;-2,59049052866;-50,76923076920;733,33333333300;2,08333333333;877,00000000000;3;3;3;2;13;10,93000000000;2;1;14;2;1;3;16;3;733,33333333300;0;14;0;3;0;1
16157;16157;16157-Pesquera, La;215,00000000000;72,29906800000;La Pesquera;16157;2,97375894251;-1,21407196709;-28,09364548490;529,41176470600;3,25581395349;795,00000000000;3;2;2;2;11;16,20000000000;2;2;13;2;2;3;16;3;529,41176470600;-1;14;1;3;0;1
16159;16159;16159-Pinarejo;213,00000000000;61,81985700000;Pinarejo;16159;3,44549486745;-3,89133080781;-65,75562700960;2080,00000000000;0,00000000000;882,00000000000;3;3;3;3;14;5,47000000000;2;1;15;2;1;4;16;3;2080,00000000000;0;15;0;4;0;1
16128;16128;16128-Monreal del Llano;67,00000000000;39,02233100000;Monreal del Llano;16128;1,71696560106;-1,39855349464;-31,63265306120;1500,00000000000;0,00000000000;735,00000000000;3;3;3;3;14;3,10000000000;2;1;15;2;1;4;16;3;1500,00000000000;0;15;0;4;0;1
44196;44196;44196-Riodeva;144,00000000000;34,34268700000;Riodeva;44196;4,19303242056;-2,26084858542;-46,06741573030;554,54545454500;3,47222222222;977,00000000000;3;3;3;2;13;22,25000000000;2;3;16;2;3;4;44;3;554,54545454500;0;16;0;4;0;1
44197;44197;44197-R├│denas;61,00000000000;44,26286300000;R├│denas;44197;1,37813046571;-1,92150334219;-40,77669902910;866,66666666700;3,27868852459;1367,00000000000;3;3;3;2;14;6,77000000000;3;1;15;3;1;4;44;3;866,66666666700;0;15;0;4;0;1
16147;16147;16147-Pajaroncillo;67,00000000000;56,91485100000;Pajaroncillo;16147;1,17719714315;-1,39855349464;-31,63265306120;483,33333333300;1,49253731343;983,00000000000;3;3;3;3;14;14,97000000000;2;1;15;2;1;4;16;2;483,33333333300;0;14;-1;3;-1;1
16148;16148;16148-Palomares del Campo;625,00000000000;60,98499200000;Palomares del Campo;16148;10,24842308740;-2,02885907223;-42,50229990800;615,38461538500;1,92000000000;877,00000000000;3;3;2;2;12;5,25000000000;2;1;13;2;1;3;16;3;615,38461538500;-1;14;1;3;0;1
16149;16149;16149-Palomera;159,00000000000;50,23090000000;Palomera;16149;3,16538226470;0,07057376183;1,92307692308;328,57142857100;1,88679245283;1075,00000000000;3;2;3;2;13;15,19000000000;3;2;15;3;2;4;16;2;328,57142857100;0;14;-1;3;-1;1
16150;16150;16150-Paracuellos;101,00000000000;123,47637300000;Paracuellos;16150;0,81797025250;-2,23619637994;-45,69892473120;820,00000000000;1,98019801980;969,00000000000;3;3;3;2;13;12,11000000000;2;1;14;2;1;3;16;3;820,00000000000;0;14;0;3;0;1
16151;16151;16151-Paredes;58,00000000000;19,36176900000;Paredes;16151;2,99559404928;-0,99608121533;-23,68421052630;600,00000000000;0,00000000000;832,00000000000;3;2;3;3;13;9,94000000000;2;1;14;2;1;3;16;3;600,00000000000;0;14;0;3;0;1
16152;16152;16152-Parra de las Vegas, La;34,00000000000;61,51112300000;La Parra de las Vegas;16152;0,55274555791;-2,58722405483;-50,72463768120;650,00000000000;0,00000000000;1023,00000000000;3;3;3;3;15;8,89000000000;3;1;16;3;1;4;16;3;650,00000000000;0;16;0;4;0;1
16155;16155;16155-Peral, El;611,00000000000;85,84279200000;El Peral;16155;7,11766224938;-0,87200877181;-21,05943152450;231,08108108100;1,63666121113;793,00000000000;3;2;1;3;11;3,24000000000;2;1;12;2;1;2;16;2;231,08108108100;0;13;1;3;1;1
44063;44063;44063-Ca├▒izar del Olivar;98,00000000000;22,29286300000;Ca├▒izar del Olivar;44063;4,39602575945;-1,70707093810;-37,17948717950;137,50000000000;7,14285714286;958,00000000000;3;3;2;1;11;20,30000000000;2;3;14;2;3;3;44;1;137,50000000000;0;13;-1;3;0;1
44064;44064;44064-Cascante del R├¡o;71,00000000000;32,38263900000;Cascante del R├¡o;44064;2,19253285688;-2,43133941975;-48,55072463770;1700,00000000000;0,00000000000;989,00000000000;3;3;3;3;14;18,93000000000;2;2;16;2;2;4;44;3;1700,00000000000;0;16;0;4;0;1
44065;44065;44065-Castej├│n de Tornos;62,00000000000;30,90471000000;Castej├│n de Tornos;44065;2,00616669757;-2,47582366238;-49,18032786890;3600,00000000000;1,61290322581;1082,00000000000;3;3;3;3;15;12,20000000000;3;1;16;3;1;4;44;3;3600,00000000000;0;16;0;4;0;1
44066;44066;44066-Castel de Cabra;104,00000000000;29,44207100000;Castel de Cabra;44066;3,53236020659;-2,88112917579;-54,58515283840;422,22222222200;2,88461538462;1089,00000000000;3;3;2;2;13;19,76000000000;3;2;15;3;2;4;44;2;422,22222222200;0;15;0;4;0;1
44067;44067;44067-Castelnou;160,00000000000;36,64640000000;Castelnou;44067;4,36604959832;0,97879419720;30,08130081300;125,00000000000;7,50000000000;201,00000000000;3;1;3;1;9;6,82000000000;1;1;10;1;1;2;44;1;125,00000000000;0;8;-2;1;-1;1
44070;44070;44070-Castellar, El;52,00000000000;50,33256200000;El Castellar;44070;1,03312841496;-2,49965497243;-49,51456310680;0,00000000000;0,00000000000;1242,00000000000;3;3;3;3;15;17,71000000000;3;2;17;3;2;4;44;3;2300,00000000000;0;17;0;4;0;1
44071;44071;44071-Castellote;676,00000000000;235,17691300000;Castellote;44071;2,87443181126;-1,16267141909;-27,07659115430;446,93877551000;1,62721893491;779,00000000000;3;2;2;3;12;22,09000000000;2;3;15;2;3;4;44;2;446,93877551000;0;15;0;4;0;1
44074;44074;44074-Cedrillas;630,00000000000;73,57134400000;Cedrillas;44074;8,56311663954;0,45716991961;13,10592459610;162,92134831500;4,92063492063;1350,00000000000;3;1;2;1;10;11,76000000000;3;1;11;3;1;2;44;1;162,92134831500;0;10;-1;2;0;1
44094;44094;44094-Cuevas Labradas;131,00000000000;40,80921600000;Cuevas Labradas;44094;3,21005921800;-1,83510523382;-39,35185185190;540,00000000000;3,05343511450;969,00000000000;3;3;3;2;13;15,53000000000;2;2;15;2;2;4;44;3;540,00000000000;0;15;0;4;0;1
44075;44075;44075-Celadas;396,00000000000;100,45358000000;Celadas;44075;3,94211933512;-0,77072271124;-18,85245901640;313,51351351400;2,77777777778;1117,00000000000;3;2;2;2;12;6,92000000000;3;1;13;3;1;3;44;2;313,51351351400;0;13;0;3;0;1
44077;44077;44077-Cerollera, La;100,00000000000;33,74820900000;La Cerollera;44077;2,96312020588;0,07485284269;2,04081632653;191,66666666700;3,00000000000;844,00000000000;3;2;3;2;12;15,66000000000;2;2;14;2;2;3;44;2;191,66666666700;0;13;-1;3;0;1
16032;16032;16032-Belinch├│n;328,00000000000;79,72786100000;Belinch├│n;16032;4,11399473015;0,03403699888;0,92307692308;321,21212121200;1,82926829268;750,00000000000;3;2;3;2;13;6,73000000000;2;1;13;2;1;3;16;2;321,21212121200;0;12;-1;2;-1;1
16034;16034;16034-Belmontejo;165,00000000000;52,23331500000;Belmontejo;16034;3,15890346994;-2,09191437407;-43,49315068490;2533,33333333000;0,00000000000;870,00000000000;3;3;2;3;13;8,29000000000;2;1;14;2;1;3;16;3;2533,33333333000;-1;15;1;4;1;1
16035;16035;16035-Beteta;279,00000000000;115,00490000000;Beteta;16035;2,42598358853;-1,69785812772;-37,02031602710;560,00000000000;1,43369175627;1217,00000000000;3;3;2;3;14;20,70000000000;3;3;17;3;3;4;16;3;560,00000000000;-1;18;1;4;0;1
16036;16036;16036-Boniches;144,00000000000;53,02291200000;Boniches;16036;2,71580708355;-1,29961693998;-29,75609756100;275,00000000000;2,77777777778;1033,00000000000;3;3;3;2;14;20,80000000000;3;3;17;3;3;4;16;2;275,00000000000;0;16;-1;4;0;1
16038;16038;16038-Buciegas;40,00000000000;9,00586400000;Buciegas;16038;4,44155052752;-3,47704331040;-61,53846153850;800,00000000000;0,00000000000;816,00000000000;3;3;3;3;14;9,41000000000;2;1;15;2;1;4;16;3;800,00000000000;0;15;0;4;0;1
16039;16039;16039-Buenache de Alarc├│n;446,00000000000;64,15659600000;Buenache de Alarc├│n;16039;6,95174039471;-1,38532742057;-31,38461538460;503,22580645200;2,24215246637;821,00000000000;3;3;3;2;13;6,64000000000;2;1;14;2;1;3;16;3;503,22580645200;0;14;0;3;0;1
16040;16040;16040-Buenache de la Sierra;90,00000000000;57,71740000000;Buenache de la Sierra;16040;1,55932179897;-0,77373385656;-18,91891891890;314,28571428600;1,11111111111;1301,00000000000;3;2;3;3;14;11,57000000000;3;1;15;3;1;4;16;2;314,28571428600;0;14;-1;3;-1;1
16041;16041;16041-Buend├¡a;414,00000000000;88,50280500000;Buend├¡a;16041;4,67781783865;-0,73319688378;-18,01980198020;330,55555555600;2,89855072464;739,00000000000;3;2;2;2;11;15,69000000000;2;2;13;2;2;3;16;2;330,55555555600;0;13;0;3;0;1
44168;44168;44168-Od├│n;205,00000000000;74,24425500000;Od├│n;44168;2,76115640193;-1,53178743082;-34,08360128620;758,33333333300;1,95121951220;1089,00000000000;3;3;2;2;13;4,39000000000;3;1;14;3;1;3;44;3;758,33333333300;-1;15;1;4;1;1
44169;44169;44169-Ojos Negros;377,00000000000;90,91593900000;Ojos Negros;44169;4,14668763417;-2,65684119184;-51,66666666670;345,00000000000;1,32625994695;1160,00000000000;3;3;3;3;15;9,12000000000;3;1;16;3;1;4;44;2;345,00000000000;0;15;-1;4;0;1
44171;44171;44171-Olba;226,00000000000;20,98657200000;Olba;44171;10,76879063430;-0,11291196306;-3,00429184549;142,42424242400;2,65486725664;653,00000000000;3;2;3;2;12;27,68000000000;2;3;15;2;3;4;44;1;142,42424242400;0;13;-2;3;-1;1
44172;44172;44172-Oliete;364,00000000000;85,48108500000;Oliete;44172;4,25825198639;-1,67279713694;-36,58536585370;600,00000000000;2,19780219780;543,00000000000;3;3;3;2;13;13,61000000000;1;1;13;1;1;3;44;3;600,00000000000;0;13;0;3;0;1
44251;44251;44251-Villafranca del Campo;297,00000000000;66,55000000000;Villafranca del Campo;44251;4,46280991736;-1,12402188644;-26,30272952850;403,70370370400;2,02020202020;959,00000000000;3;2;2;2;11;4,82000000000;2;1;12;2;1;2;44;2;403,70370370400;0;12;0;2;0;1
44252;44252;44252-Villahermosa del Campo;94,00000000000;19,19914800000;Villahermosa del Campo;44252;4,89605059558;0,20264361016;5,61797752809;466,66666666700;3,19148936170;955,00000000000;3;1;2;2;10;6,65000000000;2;1;11;2;1;2;44;2;466,66666666700;0;11;0;2;0;1
44256;44256;44256-Villanueva del Rebollar de la Sierra;47,00000000000;18,99443600000;Villanueva del Rebollar de la Sierra;44256;2,47440882161;-0,37372994722;-9,61538461538;360,00000000000;2,12765957447;1093,00000000000;3;2;3;2;13;10,45000000000;3;1;14;3;1;3;44;2;360,00000000000;0;13;-1;3;0;1
42003;42003;42003-Adradas;44,00000000000;67,47042600000;Adradas;42003;0,65213757506;-3,93295780831;-66,15384615380;0,00000000000;0,00000000000;1051,00000000000;3;3;3;3;15;6,20000000000;3;1;16;3;1;4;42;3;2000,00000000000;0;16;0;4;0;1
42006;42006;42006-Alconaba;189,00000000000;52,45268800000;Alconaba;42006;3,60324717772;0,41511217709;11,83431952660;270,00000000000;3,70370370370;1008,00000000000;3;1;2;1;11;4,48000000000;3;1;11;3;1;2;42;2;270,00000000000;0;11;0;2;0;1
42007;42007;42007-Alcubilla de Avellaneda;108,00000000000;60,56380300000;Alcubilla de Avellaneda;42007;1,78324336733;-3,31010855447;-59,70149253730;3150,00000000000;0,92592592593;927,00000000000;3;3;3;3;14;6,02000000000;2;1;15;2;1;4;42;3;3150,00000000000;0;15;0;4;0;1
44176;44176;44176-Palomar de Arroyos;169,00000000000;33,62054200000;Palomar de Arroyos;44176;5,02668874285;-2,33679106501;-47,18750000000;785,71428571400;2,95857988166;1207,00000000000;3;3;1;2;12;20,31000000000;3;3;15;3;3;4;44;3;785,71428571400;-2;17;2;4;0;1
44177;44177;44177-Pancrudo;110,00000000000;100,12472000000;Pancrudo;44177;1,09862978893;-2,66339011444;-51,75438596490;614,28571428600;1,81818181818;1233,00000000000;3;3;3;2;15;12,72000000000;3;1;15;3;1;4;44;3;614,28571428600;0;15;0;4;0;1
44178;44178;44178-Parras de Castellote, Las;53,00000000000;42,13288700000;Las Parras de Castellote;44178;1,25792471805;-2,46575404551;-49,03846153850;0,00000000000;0,00000000000;698,00000000000;3;3;3;3;14;14,47000000000;2;1;15;2;1;4;44;3;2300,00000000000;0;15;0;4;0;1
44179;44179;44179-Pe├▒arroya de Tastavins;439,00000000000;83,28289900000;Pe├▒arroya de Tastavins;44179;5,27119018756;-1,09513189628;-25,71912013540;211,76470588200;3,18906605923;742,00000000000;3;2;2;2;11;27,43000000000;2;3;14;2;3;3;44;2;211,76470588200;0;14;0;3;0;1
44180;44180;44180-Peracense;76,00000000000;28,66008900000;Peracense;44180;2,65177124886;-1,11959516401;-26,21359223300;966,66666666700;0,00000000000;1217,00000000000;3;2;3;3;14;12,60000000000;3;1;15;3;1;4;44;3;966,66666666700;0;15;0;4;0;1
44181;44181;44181-Peralejos;88,00000000000;36,09748300000;Peralejos;44181;2,43784310391;-0,85628829471;-20,72072072070;233,33333333300;2,27272727273;999,00000000000;3;2;3;2;12;15,55000000000;2;2;14;2;2;3;44;2;233,33333333300;0;13;-1;3;0;1
44182;44182;44182-Perales del Alfambra;221,00000000000;104,23916400000;Perales del Alfambra;44182;2,12012444766;-1,08873156601;-25,58922558920;755,55555555600;0,45248868778;1162,00000000000;3;2;2;3;13;8,61000000000;3;1;14;3;1;3;44;3;755,55555555600;-1;15;1;4;1;1
44163;44163;44163-Noguera de Albarrac├¡n;133,00000000000;47,43606400000;Noguera de Albarrac├¡n;44163;2,80377393875;-0,94786930819;-22,67441860470;257,14285714300;1,50375939850;1384,00000000000;3;2;3;3;14;21,06000000000;3;3;17;3;3;4;44;2;257,14285714300;0;16;-1;4;0;1
44164;44164;44164-Nogueras;25,00000000000;18,84947800000;Nogueras;44164;1,32629667517;-0,79354350042;-19,35483870970;600,00000000000;0,00000000000;860,00000000000;3;2;3;3;13;16,37000000000;2;2;15;2;2;4;44;3;600,00000000000;0;15;0;4;0;1
44165;44165;44165-Nogueruelas;217,00000000000;99,48795100000;Nogueruelas;44165;2,18116865227;-0,49333977552;-12,50000000000;324,00000000000;3,68663594470;1141,00000000000;3;2;3;2;13;21,77000000000;3;3;16;3;3;4;44;2;324,00000000000;0;15;-1;4;0;1
44167;44167;44167-Ob├│n;45,00000000000;68,38452400000;Ob├│n;44167;0,65804362402;-1,62310102542;-35,71428571430;0,00000000000;0,00000000000;680,00000000000;3;3;3;3;14;17,13000000000;2;2;16;2;2;4;44;3;2200,00000000000;0;16;0;4;0;1
16042;16042;16042-Campillo de Altobuey;1344,00000000000;172,40979200000;Campillo de Altobuey;16042;7,79538090273;-0,96028942742;-22,93577981650;305,30303030300;2,67857142857;939,00000000000;3;2;2;2;11;5,15000000000;2;1;12;2;1;2;16;2;305,30303030300;0;12;0;2;0;1
16003;16003;16003-Alarc├│n;153,00000000000;119,95857000000;Alarc├│n;16003;1,27544034578;-1,45053283131;-32,59911894270;418,18181818200;1,30718954248;840,00000000000;3;3;2;3;13;7,03000000000;2;1;14;2;1;3;16;2;418,18181818200;0;14;0;3;0;1
