Cod_INEtxt;Cod_iNEok;Mun;F2018Total;SuperfKm2;NOMBRE_ACT;Mun_NomCod;F2018Dens;Var91_18aa;Var91_18;Envejecimi;Bebes;Altitud;Pob18;Evo18;Envj18;Bebes18;M174_18;Pendiente;Alt3;Pend;M174_2018;Alt_0;Pend_0;M174_18_4;Cod_Prov;Envej18_2;Env2;Dif_env;M174_3;Dif_M174;M174_3_4;Dif_4;SSPA
42181;42181;42181-Tardelcuende;430,00000000000;64,13562700000;Tardelcuende;42181;6,70454192332;-1,88597442083;-40,19471488180;765,21739130400;2,55813953488;997,00000000000;3;3;3;2;13;5,36000000000;2;1;14;2;1;3;42;3;765,21739130400;0;14;0;3;0;1
42182;42182;42182-Taroda;43,00000000000;36,91138900000;Taroda;42182;1,16495209649;-3,07746654708;-57,00000000000;0,00000000000;0,00000000000;1026,00000000000;3;3;3;3;15;4,54000000000;3;1;16;3;1;4;42;3;2800,00000000000;0;16;0;4;0;1
42183;42183;42183-Tejado;106,00000000000;77,96282500000;Tejado;42183;1,35962235848;-3,35021386709;-60,15037593980;0,00000000000;0,00000000000;992,00000000000;3;3;2;3;13;4,50000000000;2;1;14;2;1;3;42;3;6100,00000000000;-1;15;1;4;1;1
42184;42184;42184-Torlengua;58,00000000000;41,14753200000;Torlengua;42184;1,40956206073;-3,33673034306;-60,00000000000;1450,00000000000;1,72413793103;864,00000000000;3;3;3;3;14;6,63000000000;2;1;15;2;1;4;42;3;1450,00000000000;0;15;0;4;0;1
42185;42185;42185-Torreblacos;25,00000000000;17,45968700000;Torreblacos;42185;1,43186988404;-3,13019079853;-57,62711864410;0,00000000000;0,00000000000;975,00000000000;3;3;3;3;14;7,29000000000;2;1;15;2;1;4;42;3;1800,00000000000;0;15;0;4;0;1
16087;16087;16087-Fuentelespino de Haro;248,00000000000;33,43554200000;Fuentelespino de Haro;16087;7,41725676228;-1,91495570218;-40,66985645930;871,42857142900;2,01612903226;851,00000000000;3;3;2;2;12;6,50000000000;2;1;13;2;1;3;16;3;871,42857142900;-1;14;1;3;0;1
16088;16088;16088-Fuentelespino de Moya;105,00000000000;65,71783300000;Fuentelespino de Moya;16088;1,59773984027;-1,36073189923;-30,92105263160;950,00000000000;0,95238095238;1104,00000000000;3;3;3;3;15;8,84000000000;3;1;16;3;1;4;16;3;950,00000000000;0;16;0;4;0;1
16089;16089;16089-Fuentes;454,00000000000;107,65730000000;Fuentes;16089;4,21708513961;-0,81981402871;-19,92945326280;262,50000000000;3,74449339207;1023,00000000000;3;2;1;1;11;8,40000000000;3;1;11;3;1;2;16;2;262,50000000000;0;12;1;2;0;1
16091;16091;16091-Fuertescusa;70,00000000000;64,03700000000;Fuertescusa;16091;1,09311804113;-2,12458181900;-44,00000000000;3500,00000000000;0,00000000000;982,00000000000;3;3;3;3;14;28,23000000000;2;3;17;2;3;4;16;3;3500,00000000000;0;17;0;4;0;1
16092;16092;16092-Gabald├│n;183,00000000000;84,10285700000;Gabald├│n;16092;2,17590705628;-0,34687386893;-8,95522388060;300,00000000000;2,18579234973;920,00000000000;3;2;2;2;11;4,85000000000;2;1;12;2;1;2;16;2;300,00000000000;0;12;0;2;0;1
16093;16093;16093-Garaballa;68,00000000000;69,77492500000;Garaballa;16093;0,97456213676;-3,50122249983;-61,79775280900;400,00000000000;2,94117647059;945,00000000000;3;3;3;2;13;15,27000000000;2;2;15;2;2;4;16;2;400,00000000000;0;14;-1;3;-1;1
42009;42009;42009-Aldealafuente;87,00000000000;45,72419200000;Aldealafuente;42009;1,90271268216;-2,45054955752;-48,82352941180;375,00000000000;2,29885057471;1010,00000000000;3;3;2;2;13;2,75000000000;3;1;14;3;1;3;42;2;375,00000000000;0;14;0;3;0;1
42010;42010;42010-Aldealices;34,00000000000;6,32534800000;Aldealices;42010;5,37519832901;-0,41109945981;-10,52631578950;144,44444444400;8,82352941176;1127,00000000000;3;2;2;1;11;6,74000000000;3;1;12;3;1;2;42;1;144,44444444400;0;11;-1;2;0;1
42011;42011;42011-Aldealpozo;18,00000000000;11,86686800000;Aldealpozo;42011;1,51682819763;-1,99325718299;-41,93548387100;0,00000000000;0,00000000000;1053,00000000000;3;3;3;3;15;8,36000000000;3;1;16;3;1;4;42;3;900,00000000000;0;16;0;4;0;1
42012;42012;42012-Aldealse├▒or;30,00000000000;9,29409100000;Aldealse├▒or;42012;3,22785735582;-2,34920292756;-47,36842105260;0,00000000000;0,00000000000;1089,00000000000;3;3;2;3;14;5,29000000000;3;1;15;3;1;4;42;3;1400,00000000000;-1;16;1;4;0;1
42013;42013;42013-Aldehuela de Peri├í├▒ez;36,00000000000;27,38181600000;Aldehuela de Peri├í├▒ez;42013;1,31474114062;-0,82305182554;-20,00000000000;400,00000000000;0,00000000000;1051,00000000000;3;2;3;3;14;6,89000000000;3;1;15;3;1;4;42;2;400,00000000000;0;14;-1;3;-1;1
42014;42014;42014-Aldehuelas, Las;64,00000000000;37,78989100000;Las Aldehuelas;42014;1,69357461232;-3,26894201722;-59,23566878980;1300,00000000000;0,00000000000;1254,00000000000;3;3;3;3;15;20,57000000000;3;3;18;3;3;4;42;3;1300,00000000000;0;18;0;4;0;1
42052;42052;42052-Caracena;15,00000000000;18,14743100000;Caracena;42052;0,82656327499;1,15534510357;36,36363636360;0,00000000000;0,00000000000;1085,00000000000;3;1;2;3;12;13,66000000000;3;1;13;3;1;3;42;2;400,00000000000;0;13;0;3;0;1
44229;44229;44229-Torres de Albarrac├¡n;183,00000000000;28,30997300000;Torres de Albarrac├¡n;44229;6,46415310958;-0,13893272981;-3,68421052632;275,00000000000;3,27868852459;1229,00000000000;3;2;3;2;13;21,15000000000;3;3;16;3;3;4;44;2;275,00000000000;0;15;-1;4;0;1
44230;44230;44230-Torrevelilla;189,00000000000;33,44246900000;Torrevelilla;44230;5,65149660451;-0,33636553125;-8,69565217391;310,00000000000;3,70370370370;606,00000000000;3;2;3;1;12;11,75000000000;2;1;12;2;1;2;44;2;310,00000000000;0;11;-1;2;0;1
44231;44231;44231-Torrijas;38,00000000000;57,33780900000;Torrijas;44231;0,66273896165;-2,43822364093;-48,64864864860;350,00000000000;2,63157894737;1356,00000000000;3;3;3;2;14;19,40000000000;3;2;16;3;2;4;44;2;350,00000000000;0;15;-1;4;0;1
16111;16111;16111-Huerta del Marquesado;190,00000000000;35,69223800000;Huerta del Marquesado;16111;5,32328625624;0,13912602139;3,82513661202;366,66666666700;1,57894736842;1262,00000000000;3;1;2;3;12;20,49000000000;3;3;15;3;3;4;16;2;366,66666666700;0;15;0;4;0;1
16112;16112;16112-Huete;1777,00000000000;377,56762200000;Huete;16112;4,70644169801;-1,22106817922;-28,23101777060;248,16753926700;3,03882948790;835,00000000000;3;2;2;2;11;10,95000000000;2;1;12;2;1;2;16;2;248,16753926700;0;12;0;2;0;1
42172;42172;42172-Soliedra;32,00000000000;19,48194800000;Soliedra;42172;1,64254621766;-1,49050300119;-33,33333333330;375,00000000000;3,12500000000;1102,00000000000;3;3;2;2;13;6,27000000000;3;1;14;3;1;3;42;2;375,00000000000;0;14;0;3;0;1
42174;42174;42174-Sotillo del Rinc├│n;180,00000000000;60,53792000000;Sotillo del Rinc├│n;42174;2,97334298899;0,04139115858;1,12359550562;733,33333333300;1,66666666667;1107,00000000000;3;2;3;3;14;20,23000000000;3;3;17;3;3;4;42;3;733,33333333300;0;17;0;4;0;1
42175;42175;42175-Suellacabras;25,00000000000;39,18814600000;Suellacabras;42175;0,63794801622;-2,53453908776;-50,00000000000;200,00000000000;0,00000000000;1195,00000000000;3;3;3;3;15;15,61000000000;3;2;17;3;2;4;42;2;200,00000000000;0;16;-1;4;0;1
42176;42176;42176-Tajahuerce;28,00000000000;20,86678500000;Tajahuerce;42176;1,34184542564;-2,33557975340;-47,16981132080;0,00000000000;0,00000000000;1056,00000000000;3;3;3;3;15;11,81000000000;3;1;16;3;1;4;42;3;1200,00000000000;0;16;0;4;0;1
42177;42177;42177-Tajueco;66,00000000000;18,06676500000;Tajueco;42177;3,65311664817;-3,06602581477;-56,86274509800;0,00000000000;0,00000000000;928,00000000000;3;3;3;3;14;5,83000000000;2;1;15;2;1;4;42;3;4000,00000000000;0;15;0;4;0;1
42178;42178;42178-Talveila;118,00000000000;52,97482600000;Talveila;42178;2,22747310204;-2,61019030211;-51,03734439830;0,00000000000;0,00000000000;1065,00000000000;3;3;3;3;15;11,35000000000;3;1;16;3;1;4;42;3;6600,00000000000;0;16;0;4;0;1
44220;44220;44220-Torralba de los Sisones;156,00000000000;44,79921800000;Torralba de los Sisones;44220;3,48220364025;-1,76051520324;-38,09523809520;300,00000000000;1,28205128205;1044,00000000000;3;3;3;3;15;6,22000000000;3;1;16;3;1;4;44;2;300,00000000000;0;15;-1;4;0;1
16027;16027;16027-Barajas de Melo;903,00000000000;136,80898800000;Barajas de Melo;16027;6,60044353226;0,80104879098;24,03846153850;286,51685393300;2,10409745293;701,00000000000;3;1;2;2;10;9,68000000000;2;1;11;2;1;2;16;2;286,51685393300;0;11;0;2;0;1
16029;16029;16029-Barch├¡n del Hoyo;87,00000000000;65,25298900000;Barch├¡n del Hoyo;16029;1,33327225823;-2,04535734678;-42,76315789470;3600,00000000000;1,14942528736;950,00000000000;3;3;3;3;14;5,70000000000;2;1;15;2;1;4;16;3;3600,00000000000;0;15;0;4;0;1
44154;44154;44154-Monroyo;340,00000000000;79,23413700000;Monroyo;44154;4,29107974004;-0,62761828685;-15,63275434240;152,00000000000;5,00000000000;857,00000000000;3;2;2;1;10;16,92000000000;2;2;12;2;2;2;44;1;152,00000000000;0;11;-1;2;0;1
44156;44156;44156-Monteagudo del Castillo;50,00000000000;44,35885600000;Monteagudo del Castillo;44156;1,12717063758;-2,03052774546;-42,52873563220;800,00000000000;0,00000000000;1449,00000000000;3;3;3;3;15;10,99000000000;3;1;16;3;1;4;44;3;800,00000000000;0;16;0;4;0;1
44157;44157;44157-Monterde de Albarrac├¡n;63,00000000000;45,20609300000;Monterde de Albarrac├¡n;44157;1,39361744887;-1,18833981033;-27,58620689660;0,00000000000;0,00000000000;1281,00000000000;3;2;3;3;14;13,54000000000;3;1;15;3;1;4;44;3;3100,00000000000;0;15;0;4;0;1
44158;44158;44158-Mora de Rubielos;1541,00000000000;166,22793500000;Mora de Rubielos;44158;9,27040331699;0,53847986040;15,60390097520;136,27906976700;4,21804023361;1038,00000000000;3;1;2;1;10;15,22000000000;3;2;12;3;2;2;44;1;136,27906976700;0;11;-1;2;0;1
44159;44159;44159-Moscard├│n;55,00000000000;26,92790400000;Moscard├│n;44159;2,04249094174;-1,04313695483;-24,65753424660;92,30769230770;0,00000000000;1416,00000000000;3;2;3;3;14;17,99000000000;3;2;16;3;2;4;44;1;92,30769230770;0;14;-2;3;-1;1
44160;44160;44160-Mosqueruela;551,00000000000;265,03227900000;Mosqueruela;44160;2,07899204610;-0,99608121533;-23,68421052630;251,47058823500;4,53720508167;1474,00000000000;3;2;2;1;11;18,18000000000;3;2;13;3;2;3;44;2;251,47058823500;0;13;0;3;0;1
44161;44161;44161-Muniesa;599,00000000000;129,79656100000;Muniesa;44161;4,61491425801;-1,10239877833;-25,86633663370;295,77464788700;4,67445742905;781,00000000000;3;2;3;1;11;7,32000000000;2;1;12;2;1;2;44;2;295,77464788700;0;11;-1;2;0;1
44194;44194;44194-R├ífales;143,00000000000;35,60824900000;R├ífales;44194;4,01592338899;-2,14782613552;-44,35797665370;293,75000000000;2,79720279720;624,00000000000;3;3;3;2;13;19,79000000000;2;2;15;2;2;4;44;2;293,75000000000;0;14;-1;3;-1;1
44195;44195;44195-Rillo;93,00000000000;53,30582900000;Rillo;44195;1,74464972677;-2,05688740057;-42,94478527610;1400,00000000000;0,00000000000;1268,00000000000;3;3;3;3;15;8,65000000000;3;1;16;3;1;4;44;3;1400,00000000000;0;16;0;4;0;1
44048;44048;44048-Cabra de Mora;55,00000000000;34,30807300000;Cabra de Mora;44048;1,60312122456;-2,26158803081;-46,07843137250;0,00000000000;0,00000000000;1081,00000000000;3;3;3;3;15;18,00000000000;3;2;17;3;2;4;44;3;1600,00000000000;0;17;0;4;0;1
44049;44049;44049-Calaceite;1011,00000000000;81,33465500000;Calaceite;44049;12,43012587930;-0,87283912481;-21,07728337240;334,31372549000;3,56083086053;520,00000000000;3;2;2;2;11;10,51000000000;1;1;11;1;1;2;44;2;334,31372549000;0;11;0;2;0;1
44052;44052;44052-Calomarde;74,00000000000;28,17666000000;Calomarde;44052;2,62628714688;-1,28754762151;-29,52380952380;0,00000000000;0,00000000000;1314,00000000000;3;2;3;3;14;20,71000000000;3;3;17;3;3;4;44;3;3200,00000000000;0;17;0;4;0;1
44053;44053;44053-Cama├▒as;124,00000000000;78,67352500000;Cama├▒as;44053;1,57613377563;-1,16177961655;-27,05882352940;237,50000000000;0,80645161290;1243,00000000000;3;2;3;3;14;7,74000000000;3;1;15;3;1;4;44;2;237,50000000000;0;14;-1;3;-1;1
44054;44054;44054-Camarena de la Sierra;113,00000000000;79,54039500000;Camarena de la Sierra;44054;1,42066179078;-1,01906270150;-24,16107382550;290,00000000000;5,30973451327;1290,00000000000;3;2;3;1;12;26,70000000000;3;3;15;3;3;4;44;2;290,00000000000;0;14;-1;3;-1;1
44055;44055;44055-Camarillas;86,00000000000;50,54917300000;Camarillas;44055;1,70131368915;-1,57434455679;-34,84848484850;350,00000000000;3,48837209302;1313,00000000000;3;3;3;2;14;10,20000000000;3;1;15;3;1;4;44;2;350,00000000000;0;14;-1;3;-1;1
44059;44059;44059-Cantavieja;714,00000000000;124,55779900000;Cantavieja;44059;5,73227855447;-0,18202023148;-4,80000000000;170,00000000000;4,34173669468;1300,00000000000;3;2;1;1;10;23,02000000000;3;3;13;3;3;3;44;1;170,00000000000;0;13;0;3;0;1
44060;44060;44060-Ca├▒ada de Benatanduz;39,00000000000;34,89151800000;Ca├▒ada de Benatanduz;44060;1,11775016495;-2,71490121023;-52,43902439020;0,00000000000;0,00000000000;1427,00000000000;3;3;3;3;15;22,85000000000;3;3;18;3;3;4;44;3;1600,00000000000;0;18;0;4;0;1
44061;44061;44061-Ca├▒ada de Verich, La;87,00000000000;10,86160900000;La Ca├▒ada de Verich;44061;8,00986299544;-0,93115891979;-22,32142857140;466,66666666700;0,00000000000;735,00000000000;3;2;3;3;13;16,77000000000;2;2;15;2;2;4;44;2;466,66666666700;0;14;-1;3;-1;1
44062;44062;44062-Ca├▒ada Vellida;35,00000000000;23,30374900000;Ca├▒ada Vellida;44062;1,50190426442;-2,73493062042;-52,70270270270;0,00000000000;0,00000000000;1322,00000000000;3;3;3;3;15;9,76000000000;3;1;16;3;1;4;44;3;1800,00000000000;0;16;0;4;0;1
42019;42019;42019-Almarza;572,00000000000;101,13147800000;Almarza;42019;5,65600356399;-0,51741949040;-13,06990881460;393,47826087000;1,92307692308;1153,00000000000;3;2;2;2;12;9,36000000000;3;1;13;3;1;3;42;2;393,47826087000;0;13;0;3;0;1
42021;42021;42021-Almazul;70,00000000000;67,85764000000;Almazul;42021;1,03157138975;-4,10379543672;-67,74193548390;0,00000000000;0,00000000000;980,00000000000;3;3;3;3;14;6,80000000000;2;1;15;2;1;4;42;3;3600,00000000000;0;15;0;4;0;1
42022;42022;42022-Almenar de Soria;236,00000000000;105,98980500000;Almenar de Soria;42022;2,22662924986;-2,54217864703;-50,10570824520;505,88235294100;1,27118644068;1019,00000000000;3;3;3;3;15;5,65000000000;3;1;16;3;1;4;42;3;505,88235294100;0;16;0;4;0;1
16055;16055;16055-Carboneras de Guadaza├│n;785,00000000000;100,65258900000;Carboneras de Guadaza├│n;16055;7,79910390581;-0,98672665659;-23,48927875240;358,82352941200;2,16560509554;1027,00000000000;3;2;2;2;12;9,26000000000;3;1;13;3;1;3;16;2;358,82352941200;0;13;0;3;0;1
16056;16056;16056-Cardenete;495,00000000000;97,50558300000;Cardenete;16056;5,07663238114;-1,07091991186;-25,22658610270;817,39130434800;1,01010101010;964,00000000000;3;2;3;3;13;12,05000000000;2;1;14;2;1;3;16;3;817,39130434800;0;14;0;3;0;1
16057;16057;16057-Carrascosa;75,00000000000;71,46722700000;Carrascosa;16057;1,04943207045;-2,36187005647;-47,55244755240;1600,00000000000;1,33333333333;1243,00000000000;3;3;3;3;15;18,15000000000;3;2;17;3;2;4;16;3;1600,00000000000;0;17;0;4;0;1
16058;16058;16058-Carrascosa de Haro;111,00000000000;29,05322200000;Carrascosa de Haro;16058;3,82057453043;-1,47952944976;-33,13253012050;550,00000000000;2,70270270270;790,00000000000;3;3;2;2;12;5,53000000000;2;1;13;2;1;3;16;3;550,00000000000;-1;14;1;3;0;1
16097;16097;16097-Henarejos;145,00000000000;145,89866800000;Henarejos;16097;0,99384046467;-3,38088954534;-60,49046321530;1750,00000000000;0,00000000000;1073,00000000000;3;3;2;3;14;15,66000000000;3;2;16;3;2;4;16;3;1750,00000000000;-1;17;1;4;0;1
42097;42097;42097-Gormaz;21,00000000000;15,71591900000;Gormaz;42097;1,33622475402;-1,43210845682;-32,25806451610;500,00000000000;4,76190476190;1043,00000000000;3;3;3;1;13;7,42000000000;3;1;14;3;1;3;42;2;500,00000000000;0;13;-1;3;0;1
42098;42098;42098-Herrera de Soria;9,00000000000;26,06656900000;Herrera de Soria;42098;0,34526983586;-5,46131007914;-78,04878048780;0,00000000000;0,00000000000;1095,00000000000;3;3;2;3;14;11,95000000000;3;1;15;3;1;4;42;3;700,00000000000;-1;16;1;4;0;1
44003;44003;44003-Aguat├│n;18,00000000000;21,63637800000;Aguat├│n;44003;0,83193222082;-2,10843339798;-43,75000000000;0,00000000000;0,00000000000;1224,00000000000;3;3;3;3;15;17,89000000000;3;2;17;3;2;4;44;3;800,00000000000;0;17;0;4;0;1
44004;44004;44004-Aguaviva;522,00000000000;42,15065300000;Aguaviva;44004;12,38414977820;-0,62331178184;-15,53398058250;183,33333333300;3,44827586207;549,00000000000;3;2;3;2;12;13,02000000000;1;1;12;1;1;2;44;2;183,33333333300;0;11;-1;2;0;1
44005;44005;44005-Aguilar del Alfambra;63,00000000000;39,04477700000;Aguilar del Alfambra;44005;1,61353207370;-1,73290497432;-37,62376237620;275,00000000000;6,34920634921;1304,00000000000;3;3;3;1;13;10,29000000000;3;1;14;3;1;3;44;2;275,00000000000;0;13;-1;3;0;1
44006;44006;44006-Alac├│n;264,00000000000;47,49581300000;Alac├│n;44006;5,55838469383;-2,52769556226;-49,90512333970;923,07692307700;0,75757575758;698,00000000000;3;3;3;3;14;9,56000000000;2;1;15;2;1;4;44;3;923,07692307700;0;15;0;4;0;1
44239;44239;44239-Valacloche;21,00000000000;15,01892500000;Valacloche;44239;1,39823589238;-1,18833981033;-27,58620689660;0,00000000000;0,00000000000;983,00000000000;3;2;2;3;12;21,99000000000;2;3;15;2;3;4;44;3;1100,00000000000;-1;16;1;4;0;1
44240;44240;44240-Valbona;174,00000000000;40,72137900000;Valbona;44240;4,27293977446;-0,72892655468;-17,92452830190;566,66666666700;2,29885057471;948,00000000000;3;2;3;2;12;9,06000000000;2;1;13;2;1;3;44;3;566,66666666700;0;13;0;3;0;1
44243;44243;44243-Valdecuenca;35,00000000000;18,64140000000;Valdecuenca;44243;1,87754138638;-1,23846063352;-28,57142857140;500,00000000000;2,85714285714;1333,00000000000;3;2;3;2;13;12,44000000000;3;1;14;3;1;3;44;2;500,00000000000;0;13;-1;3;0;1
44244;44244;44244-Valdelinares;87,00000000000;55,08548400000;Valdelinares;44244;1,57936344900;-1,50445422862;-33,58778625950;240,00000000000;3,44827586207;1695,00000000000;3;3;3;2;14;16,66000000000;3;2;16;3;2;4;44;2;240,00000000000;0;15;-1;4;0;1
44103;44103;44103-Formiche Alto;151,00000000000;78,16568100000;Formiche Alto;44103;1,93179408237;-1,33404945982;-30,41474654380;577,77777777800;1,32450331126;1109,00000000000;3;3;3;3;15;15,24000000000;3;2;17;3;2;4;44;3;577,77777777800;0;17;0;4;0;1
44105;44105;44105-F├│rnoles;75,00000000000;32,63464600000;F├│rnoles;44105;2,29817109093;-2,01659775934;-42,30769230770;1600,00000000000;2,66666666667;706,00000000000;3;3;3;2;13;14,23000000000;2;1;14;2;1;3;44;3;1600,00000000000;0;14;0;3;0;1
16005;16005;16005-Albalate de las Nogueras;268,00000000000;40,10820300000;Albalate de las Nogueras;16005;6,68192489202;-1,71037827256;-37,23653395780;963,63636363600;1,11940298507;852,00000000000;3;3;2;3;13;11,88000000000;2;1;14;2;1;3;16;3;963,63636363600;-1;15;1;4;1;1
16006;16006;16006-Albendea;125,00000000000;38,19715800000;Albendea;16006;3,27249477566;-1,88577225351;-40,19138755980;900,00000000000;3,20000000000;831,00000000000;3;3;3;2;13;10,34000000000;2;1;14;2;1;3;16;3;900,00000000000;0;14;0;3;0;1
16099;16099;16099-Hinojosa, La;195,00000000000;42,11390600000;La Hinojosa;16099;4,63029954999;-2,60781012991;-51,00502512560;1680,00000000000;0,51282051282;939,00000000000;3;3;2;3;13;5,62000000000;2;1;14;2;1;3;16;3;1680,00000000000;-1;15;1;4;1;1
16100;16100;16100-Hinojosos, Los;789,00000000000;113,94582800000;Los Hinojosos;16100;6,92434303080;-1,67223420761;-36,57556270100;312,19512195100;1,90114068441;775,00000000000;3;3;2;2;12;4,23000000000;2;1;13;2;1;3;16;2;312,19512195100;0;13;0;3;0;1
42045;42045;42045-Cabrejas del Pinar;357,00000000000;124,14016800000;Cabrejas del Pinar;42045;2,87578151175;-1,29796821394;-29,72440944880;413,33333333300;2,52100840336;1151,00000000000;3;2;2;2;12;9,48000000000;3;1;13;3;1;3;42;2;413,33333333300;0;13;0;3;0;1
42046;42046;42046-Calata├▒azor;51,00000000000;64,82008600000;Calata├▒azor;42046;0,78679315544;-1,21790880774;-28,16901408450;900,00000000000;0,00000000000;1063,00000000000;3;2;3;3;14;6,58000000000;3;1;15;3;1;4;42;3;900,00000000000;0;15;0;4;0;1
42048;42048;42048-Caltojar;57,00000000000;84,36021600000;Caltojar;42048;0,67567394564;-3,98726470778;-66,66666666670;0,00000000000;0,00000000000;968,00000000000;3;3;3;3;14;10,69000000000;2;1;15;2;1;4;42;3;3000,00000000000;0;15;0;4;0;1
42049;42049;42049-Candilichera;115,00000000000;44,83016100000;Candilichera;42049;2,56523727408;-2,96226085049;-55,59845559850;1575,00000000000;2,60869565217;1005,00000000000;3;3;3;2;14;4,08000000000;3;1;15;3;1;4;42;3;1575,00000000000;0;15;0;4;0;1
42050;42050;42050-Ca├▒amaque;32,00000000000;22,94223800000;Ca├▒amaque;42050;1,39480725464;-2,75313827227;-52,94117647060;433,33333333300;0,00000000000;972,00000000000;3;3;3;3;14;7,84000000000;2;1;15;2;1;4;42;2;433,33333333300;0;14;-1;3;-1;1
42051;42051;42051-Carabantes;16,00000000000;16,31166300000;Carabantes;42051;0,98089324185;-3,51124731187;-61,90476190480;0,00000000000;0,00000000000;979,00000000000;3;3;3;3;14;10,61000000000;2;1;15;2;1;4;42;3;900,00000000000;0;15;0;4;0;1
16082;16082;16082-Engu├¡danos;321,00000000000;165,34678800000;Engu├¡danos;16082;1,94137427091;-2,59031761473;-50,76687116560;520,00000000000;1,86915887850;734,00000000000;3;3;3;2;13;15,06000000000;2;2;15;2;2;4;16;3;520,00000000000;0;15;0;4;0;1
16083;16083;16083-Fresneda de Altarejos;49,00000000000;59,89746300000;Fresneda de Altarejos;16083;0,81806469833;-2,22664842866;-45,55555555560;0,00000000000;0,00000000000;902,00000000000;3;3;3;3;14;9,82000000000;2;1;15;2;1;4;16;3;2000,00000000000;0;15;0;4;0;1
44106;44106;44106-Fortanete;205,00000000000;168,21105800000;Fortanete;44106;1,21870703649;-0,12427935928;-3,30188679245;182,14285714300;5,36585365854;1352,00000000000;3;2;3;1;12;16,49000000000;3;2;14;3;2;3;44;2;182,14285714300;0;13;-1;3;0;1
44107;44107;44107-Foz-Calanda;238,00000000000;37,87140700000;Foz-Calanda;44107;6,28442455280;-0,36925493588;-9,50570342205;300,00000000000;2,10084033613;495,00000000000;3;2;3;2;11;18,33000000000;1;2;13;1;2;3;44;2;300,00000000000;0;12;-1;2;-1;1
44108;44108;44108-Fresneda, La;443,00000000000;39,47941700000;La Fresneda;44108;11,22103702800;-0,29665663482;-7,70833333333;269,56521739100;3,38600451467;582,00000000000;3;2;3;2;12;12,67000000000;1;1;12;1;1;2;44;2;269,56521739100;0;11;-1;2;0;1
44109;44109;44109-Fr├¡as de Albarrac├¡n;116,00000000000;50,79067100000;Fr├¡as de Albarrac├¡n;44109;2,28388398334;-2,10452430222;-43,68932038830;528,57142857100;2,58620689655;1462,00000000000;3;3;2;2;13;15,73000000000;3;2;15;3;2;4;44;3;528,57142857100;-1;16;1;4;0;1
44110;44110;44110-Fuenferrada;42,00000000000;24,52530700000;Fuenferrada;44110;1,71251678929;-0,85786322939;-20,75471698110;0,00000000000;0,00000000000;1132,00000000000;3;2;3;3;14;13,82000000000;3;1;15;3;1;4;44;3;2700,00000000000;0;15;0;4;0;1
44111;44111;44111-Fuentes Calientes;101,00000000000;25,00906500000;Fuentes Calientes;44111;4,03853562698;-1,80144662123;-38,78787878790;680,00000000000;1,98019801980;1210,00000000000;3;3;3;2;14;5,71000000000;3;1;15;3;1;4;44;3;680,00000000000;0;15;0;4;0;1
16013;16013;16013-Algarra;25,00000000000;41,91357600000;Algarra;16013;0,59646545072;-1,34145130957;-30,55555555560;0,00000000000;0,00000000000;1267,00000000000;3;3;3;3;15;17,70000000000;3;2;17;3;2;4;16;3;1100,00000000000;0;17;0;4;0;1
16014;16014;16014-Aliaguilla;659,00000000000;105,91023500000;Aliaguilla;16014;6,22225038024;-1,30288958989;-29,81895633650;389,47368421100;2,73141122914;1005,00000000000;3;3;2;2;13;14,47000000000;3;1;14;3;1;3;16;2;389,47368421100;0;14;0;3;0;1
16015;16015;16015-Almarcha, La;375,00000000000;64,35801400000;La Almarcha;16015;5,82678017379;-2,23308025296;-45,65217391300;741,17647058800;1,33333333333;874,00000000000;3;3;2;3;13;5,17000000000;2;1;14;2;1;3;16;3;741,17647058800;-1;15;1;4;1;1
16016;16016;16016-Almendros;225,00000000000;63,11366100000;Almendros;16016;3,56499680790;-2,25922125399;-46,04316546760;1175,00000000000;1,33333333333;869,00000000000;3;3;3;3;14;5,54000000000;2;1;15;2;1;4;16;3;1175,00000000000;0;15;0;4;0;1
16017;16017;16017-Almod├│var del Pinar;390,00000000000;95,02915900000;Almod├│var del Pinar;16017;4,10400348802;-1,54004647715;-34,23271500840;372,72727272700;2,82051282051;994,00000000000;3;3;2;2;12;5,56000000000;2;1;13;2;1;3;16;2;372,72727272700;0;13;0;3;0;1
16018;16018;16018-Almonacid del Marquesado;431,00000000000;47,15263200000;Almonacid del Marquesado;16018;9,14052899528;-1,19944865774;-27,80569514240;475,86206896600;2,78422273782;892,00000000000;3;2;2;2;11;5,94000000000;2;1;12;2;1;2;16;2;475,86206896600;0;12;0;2;0;1
16019;16019;16019-Altarejos;195,00000000000;91,32128700000;Altarejos;16019;2,13531813234;-2,64387493280;-51,49253731340;1285,71428571000;0,51282051282;883,00000000000;3;3;3;3;14;7,26000000000;2;1;15;2;1;4;16;3;1285,71428571000;0;15;0;4;0;1
16020;16020;16020-Arandilla del Arroyo;10,00000000000;19,47667300000;Arandilla del Arroyo;16020;0,51343471239;-6,24279869609;-82,45614035090;0,00000000000;0,00000000000;890,00000000000;3;3;3;3;14;18,33000000000;2;2;16;2;2;4;16;3;900,00000000000;0;16;0;4;0;1
16049;16049;16049-Ca├▒avate, El;151,00000000000;36,10274300000;El Ca├▒avate;16049;4,18250768370;-2,65206267468;-51,60256410260;1540,00000000000;0,66225165563;792,00000000000;3;3;2;3;13;5,12000000000;2;1;14;2;1;3;16;3;1540,00000000000;-1;15;1;4;1;1
